Country,Region,City,Product Name,Product Price,Material Code,Material Quantity,Material Unit Cost,Material Shipping Cost
Turkey,Çankırı,Şabanözü,Product_9,74.32,MAT_035,4,11.69,0.74
Turkey,Çankırı,Şabanözü,Product_9,74.32,MAT_004,8,11.45,0.74
Turkey,Çankırı,Şabanözü,Product_9,74.32,MAT_028,10,11.86,0.74
Turkey,Çankırı,Şabanözü,Product_9,74.32,MAT_001,11,11.85,0.74
Turkey,Çankırı,Şabanözü,Product_9,74.32,MAT_044,9,11.93,0.74
Turkey,Çankırı,Şabanözü,Product_10,47.55,MAT_044,19,6.19,0.41
Turkey,Çankırı,Şabanözü,Product_10,47.55,MAT_006,6,6.41,0.41
Turkey,Çankırı,Şabanözü,Product_10,47.55,MAT_001,7,6.46,0.41
Turkey,Çankırı,Şabanözü,Product_10,47.55,MAT_025,8,6.12,0.41
Turkey,Çankırı,Şabanözü,Product_10,47.55,MAT_035,17,6.2,0.41
Turkey,Çankırı,Şabanözü,Product_10,47.55,MAT_034,4,6.19,0.41
Turkey,Çankırı,Şabanözü,Product_10,47.55,MAT_033,4,6.34,0.41
Turkey,Çankırı,Şabanözü,Product_11,26.64,MAT_007,14,2.23,0.12
Turkey,Çankırı,Şabanözü,Product_11,26.64,MAT_035,10,2.32,0.12
Turkey,Çankırı,Şabanözü,Product_11,26.64,MAT_030,11,2.31,0.12
Turkey,Çankırı,Şabanözü,Product_11,26.64,MAT_023,17,2.25,0.12
Turkey,Çankırı,Şabanözü,Product_11,26.64,MAT_039,4,2.31,0.12
Turkey,Çankırı,Şabanözü,Product_11,26.64,MAT_041,3,2.29,0.12
Turkey,Çankırı,Şabanözü,Product_12,24.27,MAT_005,2,1.23,0.08
Turkey,Çankırı,Şabanözü,Product_12,24.27,MAT_049,5,1.24,0.08
Turkey,Çankırı,Şabanözü,Product_12,24.27,MAT_048,9,1.23,0.08
Turkey,Çankırı,Şabanözü,Product_12,24.27,MAT_033,4,1.24,0.08
Turkey,Çankırı,Şabanözü,Product_12,24.27,MAT_029,5,1.21,0.08
Turkey,Çankırı,Şabanözü,Product_12,24.27,MAT_027,13,1.22,0.08
Turkey,Çankırı,Şabanözü,Product_13,91.33,MAT_038,7,6.29,0.46
Turkey,Çankırı,Şabanözü,Product_13,91.33,MAT_049,15,6.32,0.46
Turkey,Çankırı,Şabanözü,Product_13,91.33,MAT_027,4,6.3,0.46
Turkey,Çankırı,Şabanözü,Product_13,91.33,MAT_005,20,6.21,0.46
Turkey,Çankırı,Şabanözü,Product_13,91.33,MAT_025,5,6.5,0.46
Turkey,Çankırı,Şabanözü,Product_13,91.33,MAT_007,10,6.29,0.46
Turkey,Çankırı,Şabanözü,Product_13,91.33,MAT_014,17,6.16,0.46
Turkey,Çankırı,Şabanözü,Product_13,91.33,MAT_001,14,6.23,0.46
Turkey,Çankırı,Şabanözü,Product_14,54.22,MAT_015,8,3.48,0.29
Turkey,Çankırı,Şabanözü,Product_14,54.22,MAT_014,8,3.5,0.29
Turkey,Çankırı,Şabanözü,Product_14,54.22,MAT_043,14,3.49,0.29
Turkey,Çankırı,Şabanözü,Product_14,54.22,MAT_013,16,3.46,0.29
Turkey,Çankırı,Şabanözü,Product_14,54.22,MAT_034,13,3.39,0.29
Turkey,Çankırı,Şabanözü,Product_14,54.22,MAT_016,20,3.49,0.29
Turkey,Çankırı,Şabanözü,Product_14,54.22,MAT_039,7,3.48,0.29
Turkey,Çankırı,Şabanözü,Product_14,54.22,MAT_040,18,3.49,0.29
Turkey,Çankırı,Şabanözü,Product_15,46.27,MAT_009,15,4.84,0.39
Turkey,Çankırı,Şabanözü,Product_15,46.27,MAT_028,13,4.7,0.39
Turkey,Çankırı,Şabanözü,Product_15,46.27,MAT_013,19,4.82,0.39
Turkey,Çankırı,Şabanözü,Product_15,46.27,MAT_005,9,4.73,0.39
Turkey,Çankırı,Şabanözü,Product_15,46.27,MAT_023,7,4.89,0.39
Turkey,Çankırı,Şabanözü,Product_15,46.27,MAT_006,5,4.72,0.39
Turkey,Çankırı,Şabanözü,Product_15,46.27,MAT_026,6,4.9,0.39
Turkey,Çankırı,Şabanözü,Product_15,46.27,MAT_021,13,4.78,0.39
Turkey,Çankırı,Şabanözü,Product_16,32.56,MAT_029,17,2.61,0.21
Turkey,Çankırı,Şabanözü,Product_16,32.56,MAT_045,18,2.52,0.21
Turkey,Çankırı,Şabanözü,Product_16,32.56,MAT_026,8,2.49,0.21
Turkey,Çankırı,Şabanözü,Product_16,32.56,MAT_025,15,2.55,0.21
Turkey,Çankırı,Şabanözü,Product_16,32.56,MAT_044,11,2.57,0.21
Turkey,Çankırı,Şabanözü,Product_16,32.56,MAT_048,6,2.61,0.21
Turkey,Çankırı,Şabanözü,Product_17,86.82,MAT_015,16,5.14,0.43
Turkey,Çankırı,Şabanözü,Product_17,86.82,MAT_002,8,5.01,0.43
Turkey,Çankırı,Şabanözü,Product_17,86.82,MAT_028,7,5.15,0.43
Turkey,Çankırı,Şabanözü,Product_17,86.82,MAT_022,17,5.27,0.43
Turkey,Çankırı,Şabanözü,Product_17,86.82,MAT_003,12,5.03,0.43
Turkey,Çankırı,Şabanözü,Product_17,86.82,MAT_050,14,5.02,0.43
Turkey,Çankırı,Şabanözü,Product_17,86.82,MAT_039,8,5.03,0.43
Turkey,Çankırı,Şabanözü,Product_18,61.06,MAT_046,16,6.06,0.57
Turkey,Çankırı,Şabanözü,Product_18,61.06,MAT_030,11,5.88,0.57
Turkey,Çankırı,Şabanözü,Product_18,61.06,MAT_047,10,6.05,0.57
Turkey,Çankırı,Şabanözü,Product_18,61.06,MAT_037,9,5.94,0.57
Turkey,Çankırı,Şabanözü,Product_18,61.06,MAT_044,15,5.83,0.57
Turkey,Çankırı,Şabanözü,Product_18,61.06,MAT_010,4,5.86,0.57
Turkey,Çankırı,Şabanözü,Product_18,61.06,MAT_024,20,6.07,0.57
Turkey,Çankırı,Şabanözü,Product_18,61.06,MAT_013,13,5.95,0.57
Turkey,Çankırı,Şabanözü,Product_19,28.98,MAT_037,9,3.44,0.18
Turkey,Çankırı,Şabanözü,Product_19,28.98,MAT_014,18,3.43,0.18
Turkey,Çankırı,Şabanözü,Product_19,28.98,MAT_050,7,3.37,0.18
Turkey,Çankırı,Şabanözü,Product_19,28.98,MAT_025,9,3.44,0.18
Turkey,Çankırı,Şabanözü,Product_19,28.98,MAT_002,3,3.45,0.18
Turkey,Çankırı,Şabanözü,Product_19,28.98,MAT_042,9,3.34,0.18
Turkey,Çankırı,Şabanözü,Product_20,35.1,MAT_044,17,4.15,0.22
Turkey,Çankırı,Şabanözü,Product_20,35.1,MAT_032,2,4.35,0.22
Turkey,Çankırı,Şabanözü,Product_20,35.1,MAT_030,18,4.3,0.22
Turkey,Çankırı,Şabanözü,Product_20,35.1,MAT_013,8,4.28,0.22
Turkey,Çankırı,Şabanözü,Product_20,35.1,MAT_029,3,4.26,0.22
Turkey,Çankırı,Şabanözü,Product_20,35.1,MAT_050,1,4.24,0.22
Turkey,Çankırı,Şabanözü,Product_21,89.74,MAT_049,9,8.51,0.85
Turkey,Çankırı,Şabanözü,Product_21,89.74,MAT_026,18,8.48,0.85
Turkey,Çankırı,Şabanözü,Product_21,89.74,MAT_009,19,8.61,0.86
Turkey,Çankırı,Şabanözü,Product_21,89.74,MAT_016,10,8.94,0.87
Turkey,Çankırı,Şabanözü,Product_21,89.74,MAT_040,16,8.5,0.85
Turkey,Çankırı,Şabanözü,Product_21,89.74,MAT_041,8,8.83,0.87
Turkey,Çankırı,Şabanözü,Product_21,89.74,MAT_048,4,8.8,0.87
Turkey,Çankırı,Şabanözü,Product_21,89.74,MAT_007,12,8.91,0.87
Turkey,Çankırı,Şabanözü,Product_22,53.04,MAT_045,16,7.17,0.38
Turkey,Çankırı,Şabanözü,Product_22,53.04,MAT_010,18,7.04,0.38
Turkey,Çankırı,Şabanözü,Product_22,53.04,MAT_036,15,7.16,0.38
Turkey,Çankırı,Şabanözü,Product_22,53.04,MAT_020,4,6.82,0.38
Turkey,Çankırı,Şabanözü,Product_22,53.04,MAT_033,8,6.89,0.38
Turkey,Çankırı,Şabanözü,Product_23,49.1,MAT_025,15,2.72,0.21
Turkey,Çankırı,Şabanözü,Product_23,49.1,MAT_020,14,2.79,0.21
Turkey,Çankırı,Şabanözü,Product_23,49.1,MAT_042,2,2.68,0.21
Turkey,Çankırı,Şabanözü,Product_23,49.1,MAT_010,5,2.75,0.21
Turkey,Çankırı,Şabanözü,Product_23,49.1,MAT_038,6,2.75,0.21
Turkey,Çankırı,Şabanözü,Product_23,49.1,MAT_003,19,2.78,0.21
Turkey,Çankırı,Şabanözü,Product_24,88.3,MAT_007,9,6.47,0.43
Turkey,Çankırı,Şabanözü,Product_24,88.3,MAT_009,16,6.74,0.43
Turkey,Çankırı,Şabanözü,Product_24,88.3,MAT_050,6,6.43,0.43
Turkey,Çankırı,Şabanözü,Product_24,88.3,MAT_001,20,6.45,0.43
Turkey,Çankırı,Şabanözü,Product_24,88.3,MAT_021,18,6.56,0.43
Turkey,Çankırı,Şabanözü,Product_24,88.3,MAT_046,4,6.74,0.43
Turkey,Çankırı,Şabanözü,Product_24,88.3,MAT_036,8,6.57,0.43
Turkey,Çankırı,Şabanözü,Product_25,56.14,MAT_022,1,4.68,0.43
Turkey,Çankırı,Şabanözü,Product_25,56.14,MAT_001,9,4.61,0.43
Turkey,Çankırı,Şabanözü,Product_25,56.14,MAT_037,13,4.84,0.43
Turkey,Çankırı,Şabanözü,Product_25,56.14,MAT_029,9,4.66,0.43
Turkey,Çankırı,Şabanözü,Product_25,56.14,MAT_035,15,4.7,0.43
Turkey,Çankırı,Şabanözü,Product_26,84.26,MAT_029,11,3.24,0.23
Turkey,Çankırı,Şabanözü,Product_26,84.26,MAT_005,11,3.21,0.23
Turkey,Çankırı,Şabanözü,Product_26,84.26,MAT_006,7,3.26,0.23
Turkey,Çankırı,Şabanözü,Product_26,84.26,MAT_019,2,3.22,0.23
Turkey,Çankırı,Şabanözü,Product_26,84.26,MAT_035,14,3.28,0.23
Turkey,Çankırı,Şabanözü,Product_26,84.26,MAT_050,20,3.21,0.23
Turkey,Çankırı,Şabanözü,Product_26,84.26,MAT_032,14,3.26,0.23
Turkey,Çankırı,Şabanözü,Product_26,84.26,MAT_041,1,3.31,0.23
Turkey,Çankırı,Şabanözü,Product_27,22.71,MAT_040,13,1.57,0.14
Turkey,Çankırı,Şabanözü,Product_27,22.71,MAT_043,17,1.52,0.14
Turkey,Çankırı,Şabanözü,Product_27,22.71,MAT_030,2,1.57,0.14
Turkey,Çankırı,Şabanözü,Product_27,22.71,MAT_002,10,1.57,0.14
Turkey,Çankırı,Şabanözü,Product_27,22.71,MAT_038,11,1.54,0.14
Turkey,Çankırı,Şabanözü,Product_27,22.71,MAT_039,2,1.56,0.14
Turkey,Çankırı,Şabanözü,Product_27,22.71,MAT_014,4,1.56,0.14
Turkey,Çankırı,Şabanözü,Product_27,22.71,MAT_016,9,1.58,0.14
Turkey,Çankırı,Şabanözü,Product_28,27.63,MAT_048,2,2.64,0.23
Turkey,Çankırı,Şabanözü,Product_28,27.63,MAT_005,6,2.64,0.23
Turkey,Çankırı,Şabanözü,Product_28,27.63,MAT_041,18,2.67,0.23
Turkey,Çankırı,Şabanözü,Product_28,27.63,MAT_042,13,2.67,0.23
Turkey,Çankırı,Şabanözü,Product_28,27.63,MAT_020,11,2.74,0.23
Turkey,Çankırı,Şabanözü,Product_28,27.63,MAT_016,4,2.7,0.23
Turkey,Çankırı,Şabanözü,Product_28,27.63,MAT_022,8,2.6,0.23
Turkey,Çankırı,Şabanözü,Product_29,80.25,MAT_031,2,5.76,0.36
Turkey,Çankırı,Şabanözü,Product_29,80.25,MAT_017,19,5.95,0.36
Turkey,Çankırı,Şabanözü,Product_29,80.25,MAT_043,5,6.05,0.36
Turkey,Çankırı,Şabanözü,Product_29,80.25,MAT_027,1,5.92,0.36
Turkey,Çankırı,Şabanözü,Product_29,80.25,MAT_026,12,5.77,0.36
Turkey,Çankırı,Şabanözü,Product_30,67.36,MAT_004,18,7.31,0.67
Turkey,Çankırı,Şabanözü,Product_30,67.36,MAT_023,9,7.52,0.67
Turkey,Çankırı,Şabanözü,Product_30,67.36,MAT_027,11,7.53,0.67
Turkey,Çankırı,Şabanözü,Product_30,67.36,MAT_039,11,7.53,0.67
Turkey,Çankırı,Şabanözü,Product_30,67.36,MAT_031,15,7.22,0.67
Turkey,Çankırı,Şabanözü,Product_31,41.3,MAT_039,8,4.33,0.28
Turkey,Çankırı,Şabanözü,Product_31,41.3,MAT_047,16,4.32,0.28
Turkey,Çankırı,Şabanözü,Product_31,41.3,MAT_002,3,4.27,0.28
Turkey,Çankırı,Şabanözü,Product_31,41.3,MAT_021,1,4.27,0.28
Turkey,Çankırı,Şabanözü,Product_31,41.3,MAT_009,15,4.26,0.28
Turkey,Çankırı,Şabanözü,Product_32,22.22,MAT_035,15,3.73,0.34
Turkey,Çankırı,Şabanözü,Product_32,22.22,MAT_011,17,3.59,0.34
Turkey,Çankırı,Şabanözü,Product_32,22.22,MAT_028,11,3.58,0.34
Turkey,Çankırı,Şabanözü,Product_32,22.22,MAT_019,15,3.68,0.34
Turkey,Çankırı,Şabanözü,Product_32,22.22,MAT_013,16,3.76,0.34
Turkey,Çankırı,Şabanözü,Product_33,70.35,MAT_007,8,5.52,0.38
Turkey,Çankırı,Şabanözü,Product_33,70.35,MAT_014,20,5.44,0.38
Turkey,Çankırı,Şabanözü,Product_33,70.35,MAT_006,2,5.26,0.38
Turkey,Çankırı,Şabanözü,Product_33,70.35,MAT_010,5,5.44,0.38
Turkey,Çankırı,Şabanözü,Product_33,70.35,MAT_004,4,5.3,0.38
Turkey,Çankırı,Şabanözü,Product_33,70.35,MAT_016,20,5.46,0.38
Turkey,Çankırı,Şabanözü,Product_34,41.13,MAT_002,12,5.29,0.46
Turkey,Çankırı,Şabanözü,Product_34,41.13,MAT_041,2,5.2,0.46
Turkey,Çankırı,Şabanözü,Product_34,41.13,MAT_021,19,5.25,0.46
Turkey,Çankırı,Şabanözü,Product_34,41.13,MAT_036,14,5.3,0.46
Turkey,Çankırı,Şabanözü,Product_34,41.13,MAT_009,15,5.25,0.46
Turkey,Çankırı,Şabanözü,Product_34,41.13,MAT_011,5,5.31,0.46
Turkey,Çankırı,Şabanözü,Product_35,56.32,MAT_021,16,2.62,0.16
Turkey,Çankırı,Şabanözü,Product_35,56.32,MAT_006,4,2.52,0.16
Turkey,Çankırı,Şabanözü,Product_35,56.32,MAT_027,7,2.56,0.16
Turkey,Çankırı,Şabanözü,Product_35,56.32,MAT_022,5,2.52,0.16
Turkey,Çankırı,Şabanözü,Product_35,56.32,MAT_049,5,2.53,0.16
Turkey,Çankırı,Şabanözü,Product_35,56.32,MAT_031,20,2.59,0.16
Turkey,Çankırı,Şabanözü,Product_35,56.32,MAT_008,10,2.55,0.16
Turkey,Çankırı,Şabanözü,Product_36,27.88,MAT_016,20,2.78,0.22
Turkey,Çankırı,Şabanözü,Product_36,27.88,MAT_031,2,2.75,0.22
Turkey,Çankırı,Şabanözü,Product_36,27.88,MAT_023,5,2.84,0.22
Turkey,Çankırı,Şabanözü,Product_36,27.88,MAT_043,5,2.77,0.22
Turkey,Çankırı,Şabanözü,Product_36,27.88,MAT_006,6,2.82,0.22
Turkey,Çankırı,Şabanözü,Product_36,27.88,MAT_047,3,2.81,0.22
Turkey,Çankırı,Şabanözü,Product_36,27.88,MAT_002,1,2.78,0.22
Turkey,Çankırı,Şabanözü,Product_37,78.95,MAT_037,6,8.83,0.54
Turkey,Çankırı,Şabanözü,Product_37,78.95,MAT_030,1,8.7,0.54
Turkey,Çankırı,Şabanözü,Product_37,78.95,MAT_022,17,8.81,0.54
Turkey,Çankırı,Şabanözü,Product_37,78.95,MAT_019,11,8.61,0.54
Turkey,Çankırı,Şabanözü,Product_37,78.95,MAT_026,3,8.59,0.54
Turkey,Çankırı,Şabanözü,Product_38,89.8,MAT_041,18,8.62,0.49
Turkey,Çankırı,Şabanözü,Product_38,89.8,MAT_029,2,8.47,0.49
Turkey,Çankırı,Şabanözü,Product_38,89.8,MAT_037,1,8.35,0.49
Turkey,Çankırı,Şabanözü,Product_38,89.8,MAT_018,10,8.79,0.49
Turkey,Çankırı,Şabanözü,Product_38,89.8,MAT_049,1,8.38,0.49
Turkey,Çankırı,Şabanözü,Product_38,89.8,MAT_043,13,8.34,0.49
Turkey,Çankırı,Şabanözü,Product_38,89.8,MAT_021,6,8.34,0.49
Turkey,Çankırı,Şabanözü,Product_38,89.8,MAT_006,14,8.48,0.49
Turkey,Çankırı,Şabanözü,Product_39,34.35,MAT_004,19,4.41,0.37
Turkey,Çankırı,Şabanözü,Product_39,34.35,MAT_020,6,4.51,0.37
Turkey,Çankırı,Şabanözü,Product_39,34.35,MAT_039,20,4.58,0.37
Turkey,Çankırı,Şabanözü,Product_39,34.35,MAT_007,12,4.47,0.37
Turkey,Çankırı,Şabanözü,Product_39,34.35,MAT_032,7,4.57,0.37
Turkey,Çankırı,Şabanözü,Product_39,34.35,MAT_003,9,4.66,0.37
Turkey,Çankırı,Şabanözü,Product_40,69.0,MAT_022,16,4.52,0.41
Turkey,Çankırı,Şabanözü,Product_40,69.0,MAT_044,5,4.47,0.41
Turkey,Çankırı,Şabanözü,Product_40,69.0,MAT_008,13,4.57,0.41
Turkey,Çankırı,Şabanözü,Product_40,69.0,MAT_014,5,4.66,0.41
Turkey,Çankırı,Şabanözü,Product_40,69.0,MAT_001,12,4.65,0.41
Turkey,Çankırı,Şabanözü,Product_41,61.36,MAT_026,18,7.65,0.69
Turkey,Çankırı,Şabanözü,Product_41,61.36,MAT_037,7,7.62,0.69
Turkey,Çankırı,Şabanözü,Product_41,61.36,MAT_009,6,7.68,0.69
Turkey,Çankırı,Şabanözü,Product_41,61.36,MAT_017,1,7.6,0.69
Turkey,Çankırı,Şabanözü,Product_41,61.36,MAT_023,19,7.35,0.69
Turkey,Çankırı,Şabanözü,Product_41,61.36,MAT_010,11,7.43,0.69
Turkey,Çankırı,Şabanözü,Product_41,61.36,MAT_042,7,7.34,0.69
Turkey,Çankırı,Şabanözü,Product_42,72.4,MAT_010,2,6.75,0.51
Turkey,Çankırı,Şabanözü,Product_42,72.4,MAT_006,8,7.1,0.51
Turkey,Çankırı,Şabanözü,Product_42,72.4,MAT_047,11,6.99,0.51
Turkey,Çankırı,Şabanözü,Product_42,72.4,MAT_011,2,6.87,0.51
Turkey,Çankırı,Şabanözü,Product_42,72.4,MAT_021,10,6.9,0.51
Turkey,Çankırı,Şabanözü,Product_42,72.4,MAT_002,13,6.9,0.51
Turkey,Çankırı,Şabanözü,Product_42,72.4,MAT_048,15,6.87,0.51
Turkey,Çankırı,Şabanözü,Product_43,40.19,MAT_022,11,3.6,0.2
Turkey,Çankırı,Şabanözü,Product_43,40.19,MAT_012,15,3.58,0.2
Turkey,Çankırı,Şabanözü,Product_43,40.19,MAT_003,5,3.61,0.2
Turkey,Çankırı,Şabanözü,Product_43,40.19,MAT_039,1,3.59,0.2
Turkey,Çankırı,Şabanözü,Product_43,40.19,MAT_048,6,3.62,0.2
Turkey,Çankırı,Şabanözü,Product_44,67.38,MAT_046,8,9.54,0.52
Turkey,Çankırı,Şabanözü,Product_44,67.38,MAT_012,14,9.34,0.52
Turkey,Çankırı,Şabanözü,Product_44,67.38,MAT_030,5,9.22,0.52
Turkey,Çankırı,Şabanözü,Product_44,67.38,MAT_042,8,9.23,0.52
Turkey,Çankırı,Şabanözü,Product_44,67.38,MAT_034,12,9.29,0.52
Turkey,Çankırı,Şabanözü,Product_45,22.66,MAT_043,18,2.97,0.21
Turkey,Çankırı,Şabanözü,Product_45,22.66,MAT_044,5,3.0,0.21
Turkey,Çankırı,Şabanözü,Product_45,22.66,MAT_013,8,2.95,0.21
Turkey,Çankırı,Şabanözü,Product_45,22.66,MAT_009,13,3.02,0.21
Turkey,Çankırı,Şabanözü,Product_45,22.66,MAT_030,20,2.93,0.21
Turkey,Çankırı,Şabanözü,Product_45,22.66,MAT_008,19,2.93,0.21
Turkey,Çankırı,Şabanözü,Product_46,29.09,MAT_028,13,2.58,0.2
Turkey,Çankırı,Şabanözü,Product_46,29.09,MAT_012,1,2.53,0.2
Turkey,Çankırı,Şabanözü,Product_46,29.09,MAT_008,16,2.64,0.2
Turkey,Çankırı,Şabanözü,Product_46,29.09,MAT_018,1,2.55,0.2
Turkey,Çankırı,Şabanözü,Product_46,29.09,MAT_045,6,2.5,0.2
Turkey,Çankırı,Şabanözü,Product_46,29.09,MAT_024,13,2.56,0.2
Turkey,Çankırı,Şabanözü,Product_46,29.09,MAT_050,5,2.61,0.2
Turkey,Çankırı,Şabanözü,Product_46,29.09,MAT_030,19,2.61,0.2
Turkey,Çankırı,Şabanözü,Product_47,61.57,MAT_024,20,6.02,0.48
Turkey,Çankırı,Şabanözü,Product_47,61.57,MAT_050,11,6.04,0.48
Turkey,Çankırı,Şabanözü,Product_47,61.57,MAT_021,7,6.11,0.48
Turkey,Çankırı,Şabanözü,Product_47,61.57,MAT_006,18,6.19,0.48
Turkey,Çankırı,Şabanözü,Product_47,61.57,MAT_049,2,6.01,0.48
Turkey,Çankırı,Şabanözü,Product_47,61.57,MAT_042,17,6.13,0.48
Turkey,Çankırı,Şabanözü,Product_48,64.04,MAT_004,10,4.25,0.37
Turkey,Çankırı,Şabanözü,Product_48,64.04,MAT_036,10,4.39,0.37
Turkey,Çankırı,Şabanözü,Product_48,64.04,MAT_010,4,4.45,0.37
Turkey,Çankırı,Şabanözü,Product_48,64.04,MAT_014,13,4.41,0.37
Turkey,Çankırı,Şabanözü,Product_48,64.04,MAT_019,5,4.22,0.37
Turkey,Çankırı,Şabanözü,Product_48,64.04,MAT_026,9,4.44,0.37
Turkey,Çankırı,Şabanözü,Product_48,64.04,MAT_038,8,4.24,0.37
Turkey,Çankırı,Şabanözü,Product_49,60.27,MAT_038,8,5.68,0.32
Turkey,Çankırı,Şabanözü,Product_49,60.27,MAT_029,6,5.55,0.32
Turkey,Çankırı,Şabanözü,Product_49,60.27,MAT_006,10,5.64,0.32
Turkey,Çankırı,Şabanözü,Product_49,60.27,MAT_042,20,5.71,0.32
Turkey,Çankırı,Şabanözü,Product_49,60.27,MAT_021,18,5.53,0.32
Turkey,Çankırı,Şabanözü,Product_49,60.27,MAT_039,9,5.67,0.32
Turkey,Çankırı,Şabanözü,Product_50,57.69,MAT_030,9,9.83,0.9
Turkey,Çankırı,Şabanözü,Product_50,57.69,MAT_035,6,9.49,0.9
Turkey,Çankırı,Şabanözü,Product_50,57.69,MAT_005,10,9.93,0.9
Turkey,Çankırı,Şabanözü,Product_50,57.69,MAT_043,16,9.82,0.9
Turkey,Çankırı,Şabanözü,Product_50,57.69,MAT_031,17,9.47,0.9
Turkey,Çankırı,Orta,Product_1,53.98,MAT_017,9,6.53,0.44
Turkey,Çankırı,Orta,Product_1,53.98,MAT_029,15,6.55,0.44
Turkey,Çankırı,Orta,Product_1,53.98,MAT_032,10,6.25,0.44
Turkey,Çankırı,Orta,Product_1,53.98,MAT_028,10,6.26,0.44
Turkey,Çankırı,Orta,Product_1,53.98,MAT_008,1,6.36,0.44
Turkey,Çankırı,Orta,Product_1,53.98,MAT_022,15,6.5,0.44
Turkey,Çankırı,Orta,Product_2,38.82,MAT_022,17,5.86,0.51
Turkey,Çankırı,Orta,Product_2,38.82,MAT_043,6,6.09,0.51
Turkey,Çankırı,Orta,Product_2,38.82,MAT_016,9,5.97,0.51
Turkey,Çankırı,Orta,Product_2,38.82,MAT_024,7,5.84,0.51
Turkey,Çankırı,Orta,Product_2,38.82,MAT_018,11,5.99,0.51
Turkey,Çankırı,Orta,Product_3,94.18,MAT_006,4,3.86,0.26
Turkey,Çankırı,Orta,Product_3,94.18,MAT_014,10,4.0,0.26
Turkey,Çankırı,Orta,Product_3,94.18,MAT_036,17,4.05,0.26
Turkey,Çankırı,Orta,Product_3,94.18,MAT_042,17,3.94,0.26
Turkey,Çankırı,Orta,Product_3,94.18,MAT_043,3,3.95,0.26
Turkey,Çankırı,Orta,Product_3,94.18,MAT_035,6,3.92,0.26
Turkey,Çankırı,Orta,Product_3,94.18,MAT_038,6,3.98,0.26
Turkey,Çankırı,Orta,Product_3,94.18,MAT_011,5,4.06,0.26
Turkey,Çankırı,Orta,Product_4,47.5,MAT_044,18,4.32,0.3
Turkey,Çankırı,Orta,Product_4,47.5,MAT_002,1,4.33,0.3
Turkey,Çankırı,Orta,Product_4,47.5,MAT_014,2,4.17,0.3
Turkey,Çankırı,Orta,Product_4,47.5,MAT_032,8,4.17,0.3
Turkey,Çankırı,Orta,Product_4,47.5,MAT_007,7,4.26,0.3
Turkey,Çankırı,Orta,Product_4,47.5,MAT_010,11,4.11,0.3
Turkey,Çankırı,Orta,Product_4,47.5,MAT_018,4,4.32,0.3
Turkey,Çankırı,Orta,Product_4,47.5,MAT_037,8,4.1,0.3
Turkey,Çankırı,Orta,Product_5,45.2,MAT_024,14,4.61,0.42
Turkey,Çankırı,Orta,Product_5,45.2,MAT_042,17,4.46,0.42
Turkey,Çankırı,Orta,Product_5,45.2,MAT_031,9,4.52,0.42
Turkey,Çankırı,Orta,Product_5,45.2,MAT_001,2,4.56,0.42
Turkey,Çankırı,Orta,Product_5,45.2,MAT_039,13,4.41,0.42
Turkey,Çankırı,Orta,Product_5,45.2,MAT_041,2,4.43,0.42
Turkey,Çankırı,Orta,Product_6,20.38,MAT_020,8,2.18,0.15
Turkey,Çankırı,Orta,Product_6,20.38,MAT_012,4,2.28,0.15
Turkey,Çankırı,Orta,Product_6,20.38,MAT_027,16,2.19,0.15
Turkey,Çankırı,Orta,Product_6,20.38,MAT_003,9,2.24,0.15
Turkey,Çankırı,Orta,Product_6,20.38,MAT_018,2,2.27,0.15
Turkey,Çankırı,Orta,Product_6,20.38,MAT_021,13,2.18,0.15
Turkey,Çankırı,Orta,Product_6,20.38,MAT_047,20,2.23,0.15
Turkey,Çankırı,Orta,Product_6,20.38,MAT_033,1,2.17,0.15
Turkey,Çankırı,Orta,Product_7,75.46,MAT_025,17,13.04,1.05
Turkey,Çankırı,Orta,Product_7,75.46,MAT_030,18,13.53,1.05
Turkey,Çankırı,Orta,Product_7,75.46,MAT_035,3,13.26,1.05
Turkey,Çankırı,Orta,Product_7,75.46,MAT_047,4,13.45,1.05
Turkey,Çankırı,Orta,Product_7,75.46,MAT_018,7,13.08,1.05
Turkey,Çankırı,Orta,Product_8,68.53,MAT_016,18,5.95,0.33
Turkey,Çankırı,Orta,Product_8,68.53,MAT_044,14,5.89,0.33
Turkey,Çankırı,Orta,Product_8,68.53,MAT_036,7,5.69,0.33
Turkey,Çankırı,Orta,Product_8,68.53,MAT_018,11,5.86,0.33
Turkey,Çankırı,Orta,Product_8,68.53,MAT_021,6,5.82,0.33
Turkey,Çankırı,Orta,Product_9,74.32,MAT_012,11,6.06,0.47
Turkey,Çankırı,Orta,Product_9,74.32,MAT_014,18,6.23,0.47
Turkey,Çankırı,Orta,Product_9,74.32,MAT_015,16,6.1,0.47
Turkey,Çankırı,Orta,Product_9,74.32,MAT_038,1,6.04,0.47
Turkey,Çankırı,Orta,Product_9,74.32,MAT_002,9,5.98,0.47
Turkey,Çankırı,Orta,Product_9,74.32,MAT_043,3,5.99,0.47
Turkey,Çankırı,Orta,Product_9,74.32,MAT_041,18,6.17,0.47
Turkey,Çankırı,Orta,Product_10,44.42,MAT_011,9,5.2,0.51
Turkey,Çankırı,Orta,Product_10,44.42,MAT_025,17,5.2,0.51
Turkey,Çankırı,Orta,Product_10,44.42,MAT_049,19,5.41,0.51
